customer_id,flight_date,flight_number,origin,destination,fare,cabin_class,distance_miles
C_0006,2022-08-03,AA168,CLT,CLT,1342,Economy,3617
C_0356,2022-06-21,AA928,SFO,JFK,1244,Economy,4351
C_0012,2022-09-15,AA229,ATL,ATL,1998,Economy,3859
C_0250,2022-04-12,AA666,ORD,JFK,1657,Economy,1119
C_0418,2022-07-28,AA989,JFK,ORD,740,Economy,4752
C_0377,2022-10-18,AA708,SFO,CLT,219,Economy,4427
C_0198,2022-12-20,AA947,DEN,LAX,208,Economy,4788
C_0127,2022-10-13,AA698,ORD,ATL,1582,Economy,2357
C_0448,2022-04-26,AA905,JFK,CLT,496,Economy,781
C_0037,2022-09-21,AA730,CLT,JFK,1739,Economy,995
C_0381,2022-05-30,AA819,CLT,LAX,1987,Economy,3397
C_0421,2022-10-27,AA433,CLT,DFW,1067,Economy,2083
C_0008,2022-02-05,AA253,ATL,ORD,1155,Economy,3567
C_0165,2022-11-29,AA646,SFO,ORD,1130,First,1009
C_0120,2022-10-14,AA178,CLT,ATL,1592,Economy,3133
C_0232,2022-10-30,AA678,DFW,JFK,161,Economy,3468
C_0225,2022-11-07,AA954,CLT,DFW,97,Economy,3184
C_0372,2022-07-27,AA512,LAX,DEN,1665,Economy,772
C_0233,2022-04-16,AA645,ATL,ATL,1960,Economy,1406
C_0430,2022-06-07,AA708,JFK,CLT,425,Business,3280
C_0287,2022-05-01,AA268,JFK,DEN,877,Economy,2660
C_0226,2022-02-24,AA780,JFK,ATL,82,Economy,1941
C_0395,2022-01-12,AA762,JFK,JFK,553,Business,4205
C_0420,2022-05-25,AA682,LAX,DFW,676,First,2813
C_0452,2022-05-16,AA614,ORD,JFK,1969,First,1915
C_0145,2022-01-03,AA413,DEN,ORD,1076,Business,1769
C_0250,2022-05-24,AA131,DFW,DEN,1559,First,876
C_0272,2022-01-30,AA386,LAX,LAX,1589,Economy,2033
C_0286,2022-08-25,AA693,JFK,SFO,1941,Economy,2713
C_0039,2022-10-06,AA142,LAX,CLT,1845,Economy,1000
C_0044,2022-12-14,AA716,ATL,ORD,91,Business,1341
C_0497,2022-04-25,AA100,DEN,ORD,58,First,3252
C_0453,2022-04-14,AA672,JFK,DEN,1049,Economy,2231
C_0488,2022-04-28,AA369,DFW,CLT,868,Economy,1708
C_0372,2022-01-05,AA279,JFK,ATL,706,Business,1310
C_0037,2022-12-26,AA835,DEN,ORD,1986,First,4529
C_0491,2022-09-05,AA617,DFW,SFO,USD 1255,Economy,1112
C_0410,2022-12-30,AA202,DEN,DFW,1861,First,1255
C_0256,2022-11-17,AA109,DFW,ORD,,Economy,4389
C_0476,2022-05-01,AA682,ORD,DFW,839,Economy,1950
C_0211,2022-10-13,AA189,SFO,JFK,1509,Economy,3371
C_0405,2022-05-29,AA325,ORD,CLT,1100,Economy,4353
C_0092,2022-03-25,AA769,LAX,ATL,1116,Economy,3212
C_0019,2022-08-19,AA839,LAX,DFW,1204,Business,3628
C_0100,2022-10-15,AA225,CLT,ORD,1289,Business,3762
C_0395,2022-06-10,AA308,DFW,ATL,1679,Business,556
C_0147,2022-09-29,AA196,CLT,SFO,1593,Economy,4591
C_0069,2022-02-07,AA173,CLT,ATL,647,Economy,4820
C_0130,2022-08-14,AA726,JFK,DFW,1418,Economy,1817
C_0025,2022-05-22,AA290,SFO,CLT,1581,Economy,1823
C_0115,2022-10-19,AA781,ATL,DFW,1723,Economy,1865
C_0090,2022-05-31,AA918,ATL,LAX,1954,Economy,3399
C_0286,2022-04-24,AA815,JFK,LAX,1486,Economy,4696
C_0273,2022-08-25,AA155,JFK,ATL,985,Business,1795
C_0341,2022-03-07,AA819,ORD,DEN,1319,Economy,2189
C_0212,2022-12-27,AA652,ATL,CLT,1522,First,2986
C_0402,2022-12-07,AA131,DFW,DEN,1061,Economy,728
C_0111,2022-09-15,AA626,DEN,LAX,70,First,2804
C_0464,2022-09-06,AA673,CLT,ORD,1048,Economy,3395
C_0348,2022-11-27,AA766,LAX,JFK,1481,Economy,2607
C_0076,2022-11-19,AA383,CLT,ATL,506,Economy,263
C_0296,2022-06-29,AA820,CLT,JFK,1517,Business,4160
C_0390,2022-07-09,AA931,DEN,LAX,1063,Economy,3012
C_0088,2022-06-03,AA593,ORD,DFW,1995,Economy,3021
C_0498,2022-07-15,AA286,ATL,SFO,314,Business,4227
C_0427,2022-11-07,AA597,CLT,ATL,1733,Economy,301
C_0454,2022-09-19,AA541,SFO,LAX,233,Economy,3548
C_0401,2022-05-23,AA229,JFK,CLT,276,Economy,3498
C_0170,2022-12-08,AA738,SFO,ORD,1877,Economy,3294
C_0147,2022-11-12,AA391,SFO,SFO,1621,Economy,3091
C_0367,2022-04-11,AA213,ATL,ATL,1319,Economy,3335
C_0240,2022-09-01,AA298,DFW,ATL,1146,Economy,1380
C_0055,2022-01-12,AA112,ORD,CLT,1223,Economy,3086
C_0092,2022-08-27,AA370,CLT,DEN,1586,Business,2928
C_0253,2022-02-18,AA700,CLT,DFW,1142,Economy,2892
C_0157,2022-02-11,AA314,CLT,ATL,1018,Economy,598
C_0369,2022-06-15,AA543,JFK,DFW,854,Economy,604
C_0438,2022-03-23,AA889,DEN,LAX,1303,Economy,3073
C_0455,2022-10-18,AA611,DFW,ORD,772,Economy,3468
C_0467,2022-06-07,AA546,DEN,SFO,1145,Economy,2894
C_0251,2022-08-04,AA814,LAX,SFO,1051,Economy,2282
C_0264,2022-06-07,AA173,ORD,ORD,924,First,2667
C_0008,2022-05-14,AA636,DFW,ATL,1681,Economy,4672
C_0325,2022-03-08,AA200,DFW,ATL,1470,Economy,4515
C_0299,2022-12-02,AA275,CLT,LAX,133,Economy,2121
C_0098,2022-01-07,AA526,DEN,DEN,789,Economy,4159
C_0050,2022-01-14,AA216,JFK,DEN,USD 1705,Business,1740
C_0213,2022-03-14,AA265,LAX,DEN,1821,Economy,-100
C_0004,2022-06-12,AA140,CLT,DFW,1366,Economy,2663
C_0364,2022-03-07,AA528,CLT,DEN,1807,Economy,3568
C_0292,2022-12-13,AA443,CLT,ORD,272,Economy,3185
C_0389,2022-05-10,AA523,DEN,SFO,842,Economy,879
C_0241,2022-07-25,AA465,DFW,SFO,782,Economy,947
C_0471,2022-10-03,AA219,ORD,DFW,1289,Economy,3053
C_0019,2022-09-13,AA708,DFW,LAX,1304,Economy,1521
C_0426,2022-09-23,AA756,ATL,ORD,454,Economy,3948
C_0366,2022-01-25,AA827,ORD,SFO,1242,Economy,4350
C_0399,2022-10-08,AA328,CLT,ORD,378,Economy,4989
C_0442,2022-09-10,AA924,ORD,SFO,475,Economy,733
C_0270,2022-11-06,AA229,DFW,JFK,,First,2018
C_0304,2022-10-16,AA451,JFK,LAX,819,Economy,4400
C_0328,2022-06-13,AA988,CLT,LAX,1269,First,2541
C_0201,2022-04-05,AA417,ORD,CLT,1977,Economy,2622
C_0104,2022-09-27,AA748,ATL,JFK,657,Business,4745
C_0331,2022-11-17,AA935,DEN,DFW,1902,Economy,1668
C_0364,2022-04-20,AA436,JFK,SFO,575,Economy,4685
C_0366,2022-12-02,AA372,JFK,CLT,674,Business,1435
C_0082,2022-11-06,AA216,JFK,SFO,126,Business,2914
C_0319,2022-08-26,AA917,ORD,SFO,1350,Economy,1908
C_0055,2022-01-25,AA467,JFK,DEN,969,Economy,1345
C_0288,2022-05-21,AA193,DFW,DEN,995,Economy,1675
C_0236,2022-04-27,AA267,JFK,DEN,515,First,4123
C_0164,2022-01-25,AA814,ATL,DEN,1521,Economy,3121
C_0365,2022-03-20,AA440,CLT,DEN,1393,Economy,2055
C_0085,2022-03-09,AA760,CLT,JFK,1995,Business,3424
C_0219,2022-06-22,AA794,LAX,LAX,1233,Business,4164
C_0368,2022-01-12,AA251,ATL,DFW,541,Economy,3579
C_0362,2022-10-15,AA685,ORD,ORD,362,Economy,1804
C_0213,2022-05-08,AA976,JFK,DEN,1704,First,3479
C_0203,2022-04-06,AA373,JFK,JFK,1234,Economy,751
C_0313,2022-04-02,AA653,DFW,CLT,357,Business,2204
C_0300,2022-05-21,AA595,DEN,CLT,1936,Economy,2036
C_0242,2022-01-31,AA823,JFK,SFO,1219,Economy,1324
C_0162,2022-11-30,AA200,SFO,DFW,1748,Economy,1582
C_0179,2022-01-20,AA656,ATL,CLT,1469,Economy,1970
C_0453,2022-05-26,AA181,ORD,DFW,740,Business,4063
C_0092,2022-11-12,AA628,CLT,DFW,138,Economy,3600
C_0500,2022-06-09,AA172,LAX,JFK,784,Economy,234
C_0138,2022-12-15,AA113,JFK,ORD,827,Economy,2404
C_0112,2022-02-12,AA532,LAX,DEN,800,Economy,3544
C_0396,2022-09-11,AA256,JFK,DFW,1381,Economy,3214
C_0169,2022-05-10,AA834,ORD,JFK,1619,Economy,4691
C_0387,2022-03-01,AA231,DEN,SFO,420,Economy,4502
C_0321,2022-05-31,AA437,ATL,LAX,500,Business,1980
C_0101,2022-10-14,AA503,CLT,SFO,216,Business,1828
C_0296,2022-01-05,AA475,ORD,JFK,441,Economy,1529
C_0497,2022-09-23,AA987,LAX,JFK,1710,Economy,1759
C_0193,2022-12-11,AA658,JFK,JFK,785,Economy,1004
C_0461,2022-05-10,AA206,LAX,DFW,540,Economy,2709
C_0358,2022-09-24,AA719,ATL,JFK,974,Business,4547
C_0207,2022-06-27,AA364,SFO,LAX,1223,Economy,-100
C_0455,2022-09-10,AA304,CLT,DFW,1541,Economy,4504
C_0286,2022-02-25,AA178,ORD,SFO,1774,Economy,2786
C_0216,2022-03-24,AA254,LAX,LAX,1116,Economy,2750
C_0456,2022-04-09,AA882,LAX,CLT,994,Economy,1155
C_0451,2022-05-29,AA346,ATL,ATL,78,Economy,4809
C_0463,2022-11-25,AA630,SFO,SFO,1947,Economy,779
C_0228,2022-06-05,AA957,JFK,JFK,1705,,2137
C_0361,2022-07-09,AA637,SFO,DEN,1922,Business,2197
C_0043,2022-09-20,AA828,LAX,DEN,1104,Business,1865
C_0181,2022-03-21,AA253,ATL,DFW,742,First,2330
C_0462,2022-09-09,AA253,JFK,DEN,1747,Economy,3940
C_0347,2022-04-07,AA785,SFO,SFO,177,Business,2700
C_0286,2022-09-17,AA191,CLT,DFW,816,Economy,1842
C_0297,2022-09-17,AA532,SFO,SFO,1367,Economy,4912
C_0044,2022-04-13,AA437,CLT,JFK,490,Business,1697
C_0037,2022-02-09,AA579,SFO,ORD,918,Economy,4802
C_0373,2022-09-30,AA792,DEN,ORD,1461,First,3404
C_0249,2022-04-11,AA230,JFK,LAX,1839,Economy,821
C_0390,2022-12-25,AA549,SFO,JFK,1715,Business,3344
C_0083,2022-11-04,AA909,DEN,DEN,573,Economy,2151
C_0380,2022-08-09,AA886,ORD,JFK,1620,Economy,1659
C_0421,2022-11-04,AA372,ATL,ATL,1783,Economy,492
C_0257,2022-05-04,AA687,SFO,ORD,809,Business,854
C_0217,2022-08-19,AA276,CLT,DEN,159,Economy,3184
C_0010,2022-06-27,AA795,JFK,SFO,1401,Economy,4043
C_0238,2022-03-04,AA930,CLT,SFO,1478,Economy,3004
C_0026,2022-04-26,AA742,DEN,ORD,,Economy,2914
C_0251,2022-07-10,AA974,DEN,JFK,1835,Economy,1821
C_0215,2022-03-03,AA148,ORD,DEN,1951,Economy,4214
C_0145,2022-09-13,AA666,CLT,LAX,1902,Business,3453
C_0320,2022-01-07,AA765,DFW,SFO,212,Economy,3046
C_0222,2022-06-04,AA454,ATL,JFK,609,Economy,3705
C_0411,2022-04-02,AA811,CLT,LAX,448,Economy,718
C_0459,2022-01-14,AA407,DFW,CLT,632,Economy,2885
C_0324,2022-08-17,AA967,JFK,DEN,448,Economy,227
C_0018,2022-03-27,AA984,ATL,ORD,1566,Business,465
C_0339,2022-05-13,AA729,CLT,CLT,1719,Economy,1506
C_0228,2022-07-02,AA874,ORD,ATL,288,Economy,4253
C_0236,2022-03-03,AA145,JFK,CLT,1538,Economy,3654
C_0366,2022-08-07,AA401,ATL,DFW,1653,Economy,1010
C_0434,2022-09-03,AA967,CLT,ORD,1863,Economy,4876
C_0346,2022-08-18,AA507,CLT,LAX,1105,Economy,3590
C_0449,2022-03-20,AA288,ATL,JFK,1196,Business,810
C_0276,2022-05-29,AA921,DFW,CLT,1607,Economy,4488
C_0121,2022-05-18,AA929,JFK,SFO,1740,Economy,2474
C_0062,2022-11-10,AA228,ORD,DEN,159,Economy,4746
C_0331,2022-03-06,AA660,ORD,CLT,1344,Economy,402
C_0187,2022-01-13,AA636,JFK,ORD,1453,First,601
C_0025,2022-08-01,AA365,JFK,SFO,349,Economy,2227
C_0380,2022-08-30,AA217,DEN,SFO,1700,First,4050
C_0339,2022-08-01,AA563,LAX,ATL,1805,Economy,1089
C_0096,2022-06-30,AA243,CLT,DEN,1051,Economy,378
C_0321,2022-12-04,AA541,DFW,CLT,1815,Economy,2179
C_0193,2022-06-22,AA299,JFK,LAX,813,Economy,2710
C_0254,2022-06-09,AA256,JFK,DEN,298,Economy,3082
C_0067,2022-06-13,AA586,LAX,CLT,570,Economy,-100
C_0314,2022-07-07,AA959,LAX,DEN,83,Economy,2244
C_0494,2022-07-10,AA233,ATL,JFK,277,Economy,3183
C_0040,2022-11-04,AA247,SFO,DFW,634,Economy,550
C_0224,2022-09-13,AA435,ORD,CLT,1472,Economy,4482
C_0431,2022-07-02,AA170,DFW,SFO,1007,Business,3618
C_0356,2022-04-27,AA332,ATL,LAX,862,Economy,4030
C_0427,2022-10-09,AA433,JFK,CLT,773,Business,2167
C_0392,2022-07-15,AA910,CLT,CLT,633,Economy,4604
C_0222,2022-02-03,AA765,LAX,JFK,619,Economy,2424
C_0103,2022-02-21,AA189,DEN,SFO,269,Economy,4722
C_0318,2022-04-22,AA433,ORD,DFW,1444,Economy,2987
C_0248,2022-09-09,AA298,ATL,JFK,836,Economy,4826
C_0162,2022-03-23,AA260,DEN,DFW,1834,Economy,4543
C_0264,2022-08-20,AA637,ORD,DFW,577,Economy,4511
C_0025,2022-08-15,AA220,SFO,DFW,124,Economy,637
C_0154,2022-08-21,AA400,SFO,JFK,1691,Business,2558
C_0219,2022-08-09,AA823,DEN,DEN,185,Economy,4054
C_0438,2022-02-11,AA674,LAX,CLT,123,Economy,582
C_0254,2022-01-21,AA535,ATL,DFW,303,Economy,4416
C_0467,2022-02-11,AA167,ATL,DEN,1091,Business,606
C_0215,2022-04-23,AA864,SFO,CLT,1071,Economy,4540
C_0169,2022-04-15,AA558,ORD,SFO,1116,Economy,265
C_0080,2022-07-11,AA613,DEN,CLT,99,First,3189
C_0072,2022-01-17,AA497,LAX,SFO,564,Business,427
C_0063,2022-04-30,AA719,JFK,LAX,793,Economy,2384
C_0478,2022-05-09,AA385,ATL,ATL,780,Economy,2441
C_0456,2022-05-10,AA660,CLT,DEN,620,Business,4953
C_0075,2022-03-01,AA239,JFK,CLT,1869,Business,1712
C_0263,2022-02-17,AA829,LAX,SFO,1887,Economy,1129
C_0469,2022-01-29,AA655,SFO,ATL,625,Economy,4236
C_0098,2022-04-07,AA880,CLT,DFW,1655,Economy,2803
C_0085,2022-01-10,AA689,ATL,ATL,1376,Economy,1380
C_0325,2022-08-30,AA827,ATL,ATL,1215,Economy,1239
C_0306,2022-11-10,AA993,DEN,DFW,952,Economy,1301
C_0427,2022-08-20,AA709,CLT,DEN,251,First,2299
C_0378,2022-10-04,AA847,JFK,CLT,256,Business,713
C_0273,2022-10-11,AA381,SFO,DFW,464,Economy,3332
C_0149,2022-07-22,AA760,DEN,LAX,270,Economy,2032
C_0006,2022-09-04,AA915,DFW,ORD,1435,Economy,4838
C_0109,2022-10-17,AA677,JFK,CLT,807,Economy,2657
C_0199,2022-09-21,AA845,JFK,JFK,1154,Economy,2402
C_0331,2022-08-02,AA556,DFW,DFW,812,Economy,2880
C_0338,2022-07-19,AA186,LAX,DFW,612,Economy,2298
C_0038,2022-03-20,AA178,CLT,ATL,1358,Economy,3366
C_0319,2022-12-09,AA304,CLT,LAX,418,Business,2127
C_0128,2022-12-10,AA890,LAX,SFO,1565,Economy,4650
C_0140,2022-06-22,AA436,ATL,SFO,1984,Economy,3316
C_0248,2022-03-10,AA353,ORD,ATL,945,Business,3087
C_0406,2022-03-28,AA403,DEN,DEN,1419,Economy,4543
C_0259,2022-04-11,AA479,ORD,CLT,253,Economy,4828
C_0147,2022-01-08,AA229,ATL,DFW,1098,Economy,3730
C_0427,2022-11-29,AA695,CLT,CLT,1006,First,989
C_0343,2022-07-19,AA375,ORD,CLT,1626,Economy,1500
C_0482,2022-03-28,AA798,JFK,DFW,118,Economy,2147
C_0195,2022-02-12,AA657,JFK,ATL,565,,2442
C_0215,2022-04-19,AA998,DFW,CLT,1565,Economy,1294
C_0377,2022-06-01,AA282,DFW,DFW,289,Economy,1558
C_0241,2022-01-17,AA367,ATL,DEN,410,Economy,3856
C_0133,2022-05-13,AA907,ATL,CLT,1514,First,507
C_0029,2022-05-28,AA421,SFO,ORD,1104,First,1650
C_0098,2022-10-04,AA611,ATL,JFK,1972,Economy,2323
C_0364,2022-08-20,AA711,JFK,JFK,1702,Economy,3042
C_0389,2022-11-10,AA177,ORD,JFK,756,Economy,1864
C_0477,2022-08-16,AA883,DEN,ORD,1675,Business,4148
C_0429,2022-05-19,AA438,SFO,DFW,739,Economy,1594
C_0182,2022-07-30,AA773,SFO,ATL,706,Economy,4272
C_0152,2022-01-28,AA655,CLT,SFO,1787,Business,3834
C_0103,2022-02-20,AA608,SFO,LAX,1395,Business,414
C_0405,2022-09-18,AA337,ATL,DFW,393,Economy,3272
C_0288,2022-09-18,AA233,ATL,ORD,1788,First,4254
C_0235,2022-12-16,AA291,JFK,CLT,585,First,-100
C_0133,2022-12-18,AA455,DEN,DEN,404,Economy,2659
C_0446,2022-01-08,AA377,JFK,ORD,1544,Economy,3906
C_0402,2022-11-16,AA117,DEN,CLT,977,First,3471
C_0230,2022-05-18,AA623,JFK,SFO,1032,Economy,1406
C_0035,2022-02-07,AA279,ORD,JFK,154,Economy,609
C_0358,2022-04-21,AA222,CLT,DFW,1860,Economy,3669
C_0080,2022-08-08,AA345,ATL,SFO,1395,Business,415
C_0355,2022-12-03,AA833,LAX,JFK,1645,Business,548
C_0242,2022-08-11,AA472,LAX,LAX,1956,Economy,3851
C_0344,2022-05-16,AA150,CLT,CLT,1011,First,3078
C_0484,2022-09-13,AA170,ATL,CLT,576,Business,3865
C_0133,2022-12-26,AA579,SFO,DEN,553,Business,4949
C_0009,2022-11-25,AA659,ATL,JFK,1158,Economy,3269
C_0388,2022-02-18,AA118,ATL,LAX,980,Economy,4194
C_0253,2022-10-19,AA873,CLT,CLT,758,Economy,3312
C_0033,2022-11-20,AA183,ATL,ORD,284,Economy,202
C_0347,2022-03-19,AA254,SFO,JFK,1996,Economy,1317
C_0406,2022-04-15,AA664,DEN,JFK,1929,Business,1282
C_0187,2022-06-18,AA718,CLT,ATL,1336,Economy,4702
C_0011,2022-08-05,AA456,ORD,DEN,1079,Business,1717
C_0069,2022-04-29,AA915,LAX,DEN,543,Economy,2095
C_0138,2022-07-09,AA746,CLT,SFO,1966,Economy,3779
C_0131,2022-09-12,AA542,DFW,ORD,1362,Economy,2833
C_0399,2022-09-23,AA168,LAX,ATL,1643,Economy,2579
C_0251,2022-05-29,AA622,LAX,SFO,1730,Economy,1212
C_0123,2022-06-13,AA242,SFO,LAX,927,Business,4464
C_0366,2022-05-20,AA291,JFK,SFO,1627,Economy,3023
C_0421,2022-12-13,AA486,ATL,LAX,1423,Economy,1048
C_0424,2022-09-15,AA477,ATL,ORD,1273,Economy,1904
C_0273,2022-09-26,AA680,ATL,CLT,1759,Economy,4293
C_0404,2022-06-30,AA634,JFK,DEN,1016,Economy,405
C_0243,2022-06-09,AA792,SFO,CLT,1015,Economy,2092
C_0388,2022-12-17,AA392,CLT,LAX,1013,Economy,720
C_0482,2022-10-15,AA108,ORD,ORD,946,Business,3776
C_0162,2022-10-15,AA370,ORD,CLT,1408,Economy,2551
C_0095,2022-08-14,AA486,SFO,SFO,1680,Business,2334
C_0162,2022-01-11,AA192,DFW,LAX,,Economy,2675
C_0323,2022-01-10,AA628,ORD,DFW,672,First,4745
C_0284,2022-09-28,AA253,SFO,JFK,402,Economy,985
C_0361,2022-09-30,AA504,CLT,SFO,741,Economy,4297
C_0229,2022-07-02,nan,ORD,DEN,724,Economy,2990
C_0116,2022-06-02,AA248,ATL,CLT,680,First,2357
C_0221,2022-11-11,AA988,DEN,SFO,374,Economy,878
C_0463,2022-11-30,AA366,SFO,DFW,950,Economy,3728
C_0420,2022-05-04,AA521,LAX,ORD,1301,Economy,3759
C_0419,2022-04-24,AA939,ORD,ORD,,Economy,570
C_0169,2022-10-05,AA717,ORD,SFO,357,Economy,3137
C_0315,2022-08-01,AA571,JFK,DFW,703,Economy,921
C_0330,2022-06-21,AA992,DFW,CLT,1707,Economy,4600
C_0145,2022-10-15,AA646,DEN,SFO,334,Economy,1123
C_0286,2022-06-23,AA730,CLT,JFK,441,Economy,1035
C_0182,2022-04-23,AA625,JFK,JFK,1811,Economy,2693
C_0308,2022-05-02,AA602,ATL,ATL,409,Economy,3179
C_0456,2022-02-01,AA113,LAX,LAX,818,First,2525
C_0407,2022-08-10,AA877,DFW,ATL,846,Economy,4124
C_0275,2022-04-29,AA751,JFK,CLT,981,Business,2624
C_0037,2022-02-08,AA905,SFO,JFK,214,Economy,4721
C_0443,2022-09-25,AA463,ORD,DFW,782,First,3326
C_0363,2022-08-21,AA218,ORD,LAX,630,Economy,2576
C_0036,2022-01-18,AA337,DFW,CLT,870,Economy,653
C_0068,2022-05-29,AA645,ORD,DFW,1297,Economy,3659
C_0410,2022-05-29,AA268,SFO,CLT,173,Business,3701
C_0495,2022-05-06,AA621,JFK,ATL,393,Economy,3747
C_0360,2022-10-29,AA733,JFK,ORD,1924,Economy,1348
C_0121,2022-12-26,AA756,ORD,DFW,573,Economy,-100
C_0155,2022-08-26,AA834,ORD,ATL,USD 1967,Economy,4777
C_0205,2022-05-15,AA982,ATL,ATL,178,Economy,321
C_0446,2022-05-31,AA868,LAX,ATL,1208,Economy,3818
C_0446,2022-08-24,AA879,CLT,ORD,706,Economy,4876
C_0436,2022-08-12,AA970,DFW,ORD,1200,Economy,3922
C_0044,2022-07-22,AA615,JFK,SFO,787,Business,3283
C_0482,2022-09-13,AA496,DFW,ORD,988,Economy,2372
C_0289,2022-03-27,AA965,ATL,LAX,120,Economy,2906
C_0366,2022-05-30,AA205,JFK,ORD,322,Business,3507
C_0090,2022-08-23,AA184,ATL,ORD,1260,Economy,3842
C_0212,2022-12-11,AA313,ATL,ORD,1076,Economy,3017
C_0063,2022-01-22,AA220,DEN,CLT,1358,Business,4701
C_0072,2022-12-14,AA231,ORD,DFW,71,Economy,1684
C_0336,2022-10-12,AA949,SFO,ORD,215,Economy,476
C_0453,2022-09-26,AA296,DEN,LAX,1383,First,-100
C_0290,2022-09-15,AA118,CLT,CLT,924,First,1324
C_0367,2022-01-29,AA741,DFW,ATL,1550,Economy,3101
C_0027,2022-08-01,AA111,SFO,DFW,,Economy,1857
C_0420,2022-10-10,AA180,DFW,JFK,483,Economy,1953
C_0388,2022-02-19,AA429,ORD,CLT,807,Economy,4802
C_0362,2022-04-05,AA965,SFO,ORD,USD 101,Economy,3858
C_0053,2022-03-29,AA873,DEN,CLT,886,Economy,3602
C_0242,2022-02-13,AA491,DFW,SFO,1743,First,4532
C_0455,2022-10-05,AA736,DEN,SFO,712,Business,951
C_0293,2022-06-20,AA406,ORD,CLT,774,Economy,364
C_0100,2022-07-08,AA366,SFO,ATL,425,Economy,1892
C_0472,2022-12-19,AA546,SFO,ATL,779,Economy,2156
C_0079,2022-07-03,AA540,JFK,DFW,1319,Economy,4060
C_0434,2022-01-03,AA994,ATL,SFO,,Economy,2975
C_0369,2022-07-10,AA751,ATL,JFK,454,Business,3489
C_0326,2022-04-28,AA940,DEN,DEN,1861,Economy,1968
C_0410,2022-01-19,AA101,SFO,SFO,1736,Business,2623
C_0090,2022-01-23,AA619,DFW,CLT,757,Economy,4726
C_0376,2022-01-30,AA861,DEN,SFO,966,Economy,3896
C_0025,2022-10-22,AA750,DEN,LAX,70,Economy,982
C_0161,2022-04-18,AA735,LAX,DEN,306,Economy,3978
C_0195,2022-10-08,AA408,CLT,ATL,448,First,1154
C_0201,2022-05-08,AA839,SFO,DEN,1602,Business,2192
C_0421,2022-08-17,AA621,ATL,SFO,100,Economy,1859
C_0166,2022-04-21,AA568,SFO,ATL,496,Economy,340
C_0222,2022-05-16,AA311,ORD,DEN,1343,Economy,919
C_0283,2022-12-28,AA211,DEN,ATL,876,First,1850
C_0013,2022-07-05,AA107,LAX,ATL,644,Business,3773
C_0407,2022-05-24,AA903,LAX,DFW,867,Economy,3674
C_0451,2022-03-13,AA576,ATL,JFK,685,Economy,1215
C_0343,2022-05-09,AA973,ATL,ATL,1875,Economy,4583
C_0355,2022-12-30,AA559,ATL,LAX,1335,Economy,542
C_0246,2022-09-18,AA352,ORD,SFO,1438,Economy,3383
C_0088,2022-01-03,AA625,LAX,SFO,1122,Economy,2901
C_0439,2022-04-14,AA851,DFW,LAX,1591,First,1175
C_0421,2022-08-12,AA537,ORD,ORD,1702,Economy,2783
C_0140,2022-11-16,AA853,JFK,ATL,1191,Economy,3320
C_0310,2022-12-28,AA953,CLT,CLT,1526,Business,2023
C_0256,2022-12-20,AA760,CLT,ATL,824,Economy,4626
C_0276,2022-01-10,AA335,DEN,ATL,1938,Economy,4660
C_0146,2022-10-29,AA405,CLT,CLT,1022,Economy,210
C_0007,2022-08-19,AA577,ATL,DEN,1959,Economy,4804
C_0500,2022-08-07,AA778,LAX,ATL,1714,Economy,2827
C_0246,2022-03-07,AA119,CLT,ATL,446,Economy,1668
C_0346,2022-04-22,AA315,DEN,LAX,732,Business,1313
C_0204,2022-01-13,AA954,CLT,JFK,1100,Economy,821
C_0482,2022-03-27,AA234,SFO,JFK,760,Business,1100
C_0240,2022-08-22,AA228,ORD,ORD,1445,Economy,3947
C_0480,2022-03-31,AA509,JFK,LAX,1972,Business,4264
C_0094,2022-11-10,nan,SFO,ATL,1899,Economy,1671
C_0386,2022-02-23,AA393,ORD,JFK,1930,Economy,3303
C_0310,2022-01-12,AA345,ORD,DFW,1170,Economy,526
C_0008,2022-07-28,AA800,DFW,DFW,578,Economy,273
C_0417,2022-01-14,AA655,CLT,DFW,734,Economy,450
C_0430,2022-05-01,AA185,DEN,ATL,662,Business,2697
C_0170,2022-01-20,AA655,DFW,ATL,235,Economy,2602
C_0119,2022-03-16,AA941,ORD,CLT,745,Economy,4828
C_0246,2022-08-31,AA474,CLT,ORD,264,Economy,495
C_0128,2022-08-11,AA545,JFK,SFO,1324,Business,497
C_0222,2022-03-11,AA477,LAX,ORD,265,Economy,501
C_0063,2022-11-08,AA489,LAX,ORD,78,First,4807
C_0117,2022-07-30,AA756,CLT,DEN,151,First,784
C_0109,2022-04-11,AA150,SFO,DFW,172,Economy,3824
C_0234,2022-07-05,AA341,DEN,ATL,,Economy,1834
C_0493,2022-05-12,AA393,ATL,DFW,1356,Business,252
C_0476,2022-04-21,AA662,ATL,ORD,1687,Economy,2476
C_0205,2022-05-12,AA365,LAX,ATL,1190,Economy,2887
C_0088,2022-01-20,AA219,ORD,LAX,665,First,3044
C_0417,2022-01-24,AA811,ORD,CLT,606,First,4790
C_0325,2022-08-15,AA347,DFW,JFK,163,First,2918
C_0380,2022-06-03,AA169,CLT,JFK,904,Economy,4135
C_0240,2022-10-20,AA952,DEN,ORD,1616,Economy,862
C_0198,2022-08-18,AA156,CLT,SFO,725,Economy,207
C_0004,2022-11-06,AA481,CLT,DFW,1026,Economy,3883
C_0106,2022-12-25,AA138,DFW,LAX,750,Economy,3287
